full_name,bioguide_id,govtrack_id,pct,birthday,gender,election_date,party,senate_class,stage,cycle,start_date,end_date,congressional,bills-introduced,name,bills-with-companion,cosponsored,cosponsors,ideology,leadership,missed-votes
"Joe Manchin, III",M001183,412391,57.0,1947-08-24,M,2018-11-06,Democrat,1.0,general,2018,2016-11-16,2016-11-17,114,20.0,b'Manchin',5.0,181.0,86.0,0.1530763401217958,0.293970275342844,0.199
Thomas R. Carper,C000174,300019,47.0,1947-01-23,M,2018-11-06,Democrat,1.0,general,2018,2018-07-24,2018-07-29,115,23.0,b'Carper',4.0,143.0,98.0,0.1358445661114254,0.2643219000335514,0.167
Kyrsten Sinema,S001191,412509,42.7,1976-07-12,F,2018-11-06,Independent,1.0,general,2018,2018-10-24,2018-10-30,116,32.0,b'Sinema',7.0,216.0,175.0,0.2327131107906749,0.362901756349417,0.694
Kyrsten Sinema,S001191,412509,46.0,1976-07-12,F,2018-11-06,Independent,1.0,general,2018,2018-10-27,2018-10-29,116,32.0,b'Sinema',7.0,216.0,175.0,0.2327131107906749,0.362901756349417,0.694
Kyrsten Sinema,S001191,412509,45.0,1976-07-12,F,2018-11-06,Independent,1.0,general,2018,2018-10-27,2018-10-29,116,32.0,b'Sinema',7.0,216.0,175.0,0.2327131107906749,0.362901756349417,0.694
Kyrsten Sinema,S001191,412509,48.0,1976-07-12,F,2018-11-06,Independent,1.0,general,2018,2018-10-24,2018-10-29,116,32.0,b'Sinema',7.0,216.0,175.0,0.2327131107906749,0.362901756349417,0.694
Kyrsten Sinema,S001191,412509,51.0,1976-07-12,F,2018-11-06,Independent,1.0,general,2018,2018-10-24,2018-10-29,116,32.0,b'Sinema',7.0,216.0,175.0,0.2327131107906749,0.362901756349417,0.694
Kyrsten Sinema,S001191,412509,52.0,1976-07-12,F,2018-11-06,Independent,1.0,general,2018,2018-10-27,2018-10-30,116,32.0,b'Sinema',7.0,216.0,175.0,0.2327131107906749,0.362901756349417,0.694
Kyrsten Sinema,S001191,412509,45.3,1976-07-12,F,2018-11-06,Independent,1.0,general,2018,2018-10-26,2018-10-28,116,32.0,b'Sinema',7.0,216.0,175.0,0.2327131107906749,0.362901756349417,0.694
Kyrsten Sinema,S001191,412509,49.0,1976-07-12,F,2018-11-06,Independent,1.0,general,2018,2018-10-23,2018-10-27,116,32.0,b'Sinema',7.0,216.0,175.0,0.2327131107906749,0.362901756349417,0.694
Kyrsten Sinema,S001191,412509,47.0,1976-07-12,F,2018-11-06,Independent,1.0,general,2018,2018-10-23,2018-10-27,116,32.0,b'Sinema',7.0,216.0,175.0,0.2327131107906749,0.362901756349417,0.694
Kyrsten Sinema,S001191,412509,45.0,1976-07-12,F,2018-11-06,Independent,1.0,general,2018,2018-10-23,2018-10-27,116,32.0,b'Sinema',7.0,216.0,175.0,0.2327131107906749,0.362901756349417,0.694
Kyrsten Sinema,S001191,412509,47.0,1976-07-12,F,2018-11-06,Independent,1.0,general,2018,2018-10-23,2018-10-26,116,32.0,b'Sinema',7.0,216.0,175.0,0.2327131107906749,0.362901756349417,0.694
Kyrsten Sinema,S001191,412509,46.0,1976-07-12,F,2018-11-06,Independent,1.0,general,2018,2018-10-17,2018-10-26,116,32.0,b'Sinema',7.0,216.0,175.0,0.2327131107906749,0.362901756349417,0.694
Kyrsten Sinema,S001191,412509,38.0,1976-07-12,F,2018-11-06,Independent,1.0,general,2018,2018-10-17,2018-10-26,116,32.0,b'Sinema',7.0,216.0,175.0,0.2327131107906749,0.362901756349417,0.694
Kyrsten Sinema,S001191,412509,50.0,1976-07-12,F,2018-11-06,Independent,1.0,general,2018,2018-10-23,2018-10-27,116,32.0,b'Sinema',7.0,216.0,175.0,0.2327131107906749,0.362901756349417,0.694
Kyrsten Sinema,S001191,412509,43.0,1976-07-12,F,2018-11-06,Independent,1.0,general,2018,2018-10-25,2018-10-31,116,32.0,b'Sinema',7.0,216.0,175.0,0.2327131107906749,0.362901756349417,0.694
Kyrsten Sinema,S001191,412509,41.5,1976-07-12,F,2018-11-06,Independent,1.0,general,2018,2018-10-29,2018-10-31,116,32.0,b'Sinema',7.0,216.0,175.0,0.2327131107906749,0.362901756349417,0.694
Kyrsten Sinema,S001191,412509,42.0,1976-07-12,F,2018-11-06,Independent,1.0,general,2018,2018-10-26,2018-11-01,116,32.0,b'Sinema',7.0,216.0,175.0,0.2327131107906749,0.362901756349417,0.694
Kyrsten Sinema,S001191,412509,49.8,1976-07-12,F,2018-11-06,Independent,1.0,general,2018,2018-10-30,2018-11-01,116,32.0,b'Sinema',7.0,216.0,175.0,0.2327131107906749,0.362901756349417,0.694
Kyrsten Sinema,S001191,412509,41.7,1976-07-12,F,2018-11-06,Independent,1.0,general,2018,2018-10-30,2018-11-01,116,32.0,b'Sinema',7.0,216.0,175.0,0.2327131107906749,0.362901756349417,0.694
Kyrsten Sinema,S001191,412509,46.0,1976-07-12,F,2018-11-06,Independent,1.0,general,2018,2018-10-24,2018-11-02,116,32.0,b'Sinema',7.0,216.0,175.0,0.2327131107906749,0.362901756349417,0.694
Kyrsten Sinema,S001191,412509,43.5,1976-07-12,F,2018-11-06,Independent,1.0,general,2018,2018-10-31,2018-11-02,116,32.0,b'Sinema',7.0,216.0,175.0,0.2327131107906749,0.362901756349417,0.694
Kyrsten Sinema,S001191,412509,45.0,1976-07-12,F,2018-11-06,Independent,1.0,general,2018,2018-11-01,2018-11-03,116,32.0,b'Sinema',7.0,216.0,175.0,0.2327131107906749,0.362901756349417,0.694
Kyrsten Sinema,S001191,412509,48.5,1976-07-12,F,2018-11-06,Independent,1.0,general,2018,2018-11-01,2018-11-03,116,32.0,b'Sinema',7.0,216.0,175.0,0.2327131107906749,0.362901756349417,0.694
Kyrsten Sinema,S001191,412509,45.6,1976-07-12,F,2018-11-06,Independent,1.0,general,2018,2018-11-01,2018-11-03,116,32.0,b'Sinema',7.0,216.0,175.0,0.2327131107906749,0.362901756349417,0.694
Kyrsten Sinema,S001191,412509,48.0,1976-07-12,F,2018-11-06,Independent,1.0,general,2018,2018-11-02,2018-11-03,116,32.0,b'Sinema',7.0,216.0,175.0,0.2327131107906749,0.362901756349417,0.694
Kyrsten Sinema,S001191,412509,48.6,1976-07-12,F,2018-11-06,Independent,1.0,general,2018,2018-11-03,2018-11-05,116,32.0,b'Sinema',7.0,216.0,175.0,0.2327131107906749,0.362901756349417,0.694
Kyrsten Sinema,S001191,412509,45.3,1976-07-12,F,2018-11-06,Independent,1.0,general,2018,2018-11-04,2018-11-05,116,32.0,b'Sinema',7.0,216.0,175.0,0.2327131107906749,0.362901756349417,0.694
Rick Scott,S001217,412838,41.8,1952-12-01,M,2018-11-06,Republican,1.0,general,2018,2017-11-19,2017-11-24,116,49.0,b'Scott',14.0,340.0,313.0,0.6088764794766894,0.4953823915733168,1.944
Rick Scott,S001217,412838,39.0,1952-12-01,M,2018-11-06,Republican,1.0,general,2018,2017-12-19,2017-12-24,116,49.0,b'Scott',14.0,340.0,313.0,0.6088764794766894,0.4953823915733168,1.944
Rick Scott,S001217,412838,35.09,1952-12-01,M,2018-11-06,Republican,1.0,general,2018,2018-01-09,2018-01-10,116,49.0,b'Scott',14.0,340.0,313.0,0.6088764794766894,0.4953823915733168,1.944
Kyrsten Sinema,S001191,412509,45.0,1976-07-12,F,2018-11-06,Independent,1.0,general,2018,2018-10-22,2018-10-23,116,32.0,b'Sinema',7.0,216.0,175.0,0.2327131107906749,0.362901756349417,0.694
Kyrsten Sinema,S001191,412509,45.86,1976-07-12,F,2018-11-06,Independent,1.0,general,2018,2018-10-15,2018-10-19,116,32.0,b'Sinema',7.0,216.0,175.0,0.2327131107906749,0.362901756349417,0.694
Kyrsten Sinema,S001191,412509,43.91,1976-07-12,F,2018-11-06,Independent,1.0,general,2018,2018-10-15,2018-10-19,116,32.0,b'Sinema',7.0,216.0,175.0,0.2327131107906749,0.362901756349417,0.694
Kyrsten Sinema,S001191,412509,46.54,1976-07-12,F,2018-11-06,Independent,1.0,general,2018,2018-10-16,2018-10-17,116,32.0,b'Sinema',7.0,216.0,175.0,0.2327131107906749,0.362901756349417,0.694
Kyrsten Sinema,S001191,412509,43.0,1976-07-12,F,2018-11-06,Independent,1.0,general,2018,2018-06-27,2018-07-02,116,32.0,b'Sinema',7.0,216.0,175.0,0.2327131107906749,0.362901756349417,0.694
Kyrsten Sinema,S001191,412509,46.0,1976-07-12,F,2018-11-06,Independent,1.0,general,2018,2018-06-27,2018-07-02,116,32.0,b'Sinema',7.0,216.0,175.0,0.2327131107906749,0.362901756349417,0.694
Kyrsten Sinema,S001191,412509,54.0,1976-07-12,F,2018-11-06,Independent,1.0,general,2018,2018-07-24,2018-07-25,116,32.0,b'Sinema',7.0,216.0,175.0,0.2327131107906749,0.362901756349417,0.694
Kyrsten Sinema,S001191,412509,51.0,1976-07-12,F,2018-11-06,Independent,1.0,general,2018,2018-07-24,2018-07-25,116,32.0,b'Sinema',7.0,216.0,175.0,0.2327131107906749,0.362901756349417,0.694
Kyrsten Sinema,S001191,412509,48.0,1976-07-12,F,2018-11-06,Independent,1.0,general,2018,2018-07-24,2018-07-25,116,32.0,b'Sinema',7.0,216.0,175.0,0.2327131107906749,0.362901756349417,0.694
Kyrsten Sinema,S001191,412509,46.1,1976-07-12,F,2018-11-06,Independent,1.0,general,2018,2018-09-04,2018-09-06,116,32.0,b'Sinema',7.0,216.0,175.0,0.2327131107906749,0.362901756349417,0.694
Kyrsten Sinema,S001191,412509,45.5,1976-07-12,F,2018-11-06,Independent,1.0,general,2018,2018-09-05,2018-09-06,116,32.0,b'Sinema',7.0,216.0,175.0,0.2327131107906749,0.362901756349417,0.694
Kyrsten Sinema,S001191,412509,48.0,1976-07-12,F,2018-11-06,Independent,1.0,general,2018,2018-09-05,2018-09-07,116,32.0,b'Sinema',7.0,216.0,175.0,0.2327131107906749,0.362901756349417,0.694
Kyrsten Sinema,S001191,412509,46.0,1976-07-12,F,2018-11-06,Independent,1.0,general,2018,2018-09-08,2018-09-11,116,32.0,b'Sinema',7.0,216.0,175.0,0.2327131107906749,0.362901756349417,0.694
Kyrsten Sinema,S001191,412509,47.0,1976-07-12,F,2018-11-06,Independent,1.0,general,2018,2018-09-08,2018-09-11,116,32.0,b'Sinema',7.0,216.0,175.0,0.2327131107906749,0.362901756349417,0.694
Kyrsten Sinema,S001191,412509,51.0,1976-07-12,F,2018-11-06,Independent,1.0,general,2018,2018-09-08,2018-09-13,116,32.0,b'Sinema',7.0,216.0,175.0,0.2327131107906749,0.362901756349417,0.694
Kyrsten Sinema,S001191,412509,39.0,1976-07-12,F,2018-11-06,Independent,1.0,general,2018,2018-09-05,2018-09-14,116,32.0,b'Sinema',7.0,216.0,175.0,0.2327131107906749,0.362901756349417,0.694
Kyrsten Sinema,S001191,412509,46.9,1976-07-12,F,2018-11-06,Independent,1.0,general,2018,2018-09-05,2018-09-14,116,32.0,b'Sinema',7.0,216.0,175.0,0.2327131107906749,0.362901756349417,0.694
Kyrsten Sinema,S001191,412509,48.0,1976-07-12,F,2018-11-06,Independent,1.0,general,2018,2018-09-11,2018-09-15,116,32.0,b'Sinema',7.0,216.0,175.0,0.2327131107906749,0.362901756349417,0.694
Kyrsten Sinema,S001191,412509,50.0,1976-07-12,F,2018-11-06,Independent,1.0,general,2018,2018-09-11,2018-09-15,116,32.0,b'Sinema',7.0,216.0,175.0,0.2327131107906749,0.362901756349417,0.694
Kyrsten Sinema,S001191,412509,45.0,1976-07-12,F,2018-11-06,Independent,1.0,general,2018,2018-09-16,2018-09-20,116,32.0,b'Sinema',7.0,216.0,175.0,0.2327131107906749,0.362901756349417,0.694
Kyrsten Sinema,S001191,412509,48.0,1976-07-12,F,2018-11-06,Independent,1.0,general,2018,2018-09-16,2018-09-20,116,32.0,b'Sinema',7.0,216.0,175.0,0.2327131107906749,0.362901756349417,0.694
Kyrsten Sinema,S001191,412509,47.94,1976-07-12,F,2018-11-06,Independent,1.0,general,2018,2018-10-16,2018-10-17,116,32.0,b'Sinema',7.0,216.0,175.0,0.2327131107906749,0.362901756349417,0.694
Kyrsten Sinema,S001191,412509,43.7,1976-07-12,F,2018-11-06,Independent,1.0,general,2018,2018-10-09,2018-10-10,116,32.0,b'Sinema',7.0,216.0,175.0,0.2327131107906749,0.362901756349417,0.694
Kyrsten Sinema,S001191,412509,43.0,1976-07-12,F,2018-11-06,Independent,1.0,general,2018,2018-10-09,2018-10-10,116,32.0,b'Sinema',7.0,216.0,175.0,0.2327131107906749,0.362901756349417,0.694
Kyrsten Sinema,S001191,412509,47.0,1976-07-12,F,2018-11-06,Independent,1.0,general,2018,2018-10-02,2018-10-05,116,32.0,b'Sinema',7.0,216.0,175.0,0.2327131107906749,0.362901756349417,0.694
Kyrsten Sinema,S001191,412509,41.0,1976-07-12,F,2018-11-06,Independent,1.0,general,2018,2018-10-01,2018-10-02,116,32.0,b'Sinema',7.0,216.0,175.0,0.2327131107906749,0.362901756349417,0.694
Kyrsten Sinema,S001191,412509,47.0,1976-07-12,F,2018-11-06,Independent,1.0,general,2018,2018-09-29,2018-10-02,116,32.0,b'Sinema',7.0,216.0,175.0,0.2327131107906749,0.362901756349417,0.694
Rick Scott,S001217,412838,44.0,1952-12-01,M,2018-11-06,Republican,1.0,general,2018,2018-01-30,2018-02-01,116,49.0,b'Scott',14.0,340.0,313.0,0.6088764794766894,0.4953823915733168,1.944
Kyrsten Sinema,S001191,412509,45.0,1976-07-12,F,2018-11-06,Independent,1.0,general,2018,2018-09-29,2018-10-02,116,32.0,b'Sinema',7.0,216.0,175.0,0.2327131107906749,0.362901756349417,0.694
Kyrsten Sinema,S001191,412509,44.6,1976-07-12,F,2018-11-06,Independent,1.0,general,2018,2018-09-27,2018-09-30,116,32.0,b'Sinema',7.0,216.0,175.0,0.2327131107906749,0.362901756349417,0.694
Kyrsten Sinema,S001191,412509,47.0,1976-07-12,F,2018-11-06,Independent,1.0,general,2018,2018-09-10,2018-09-25,116,32.0,b'Sinema',7.0,216.0,175.0,0.2327131107906749,0.362901756349417,0.694
Kyrsten Sinema,S001191,412509,43.0,1976-07-12,F,2018-11-06,Independent,1.0,general,2018,2018-09-10,2018-09-25,116,32.0,b'Sinema',7.0,216.0,175.0,0.2327131107906749,0.362901756349417,0.694
Kyrsten Sinema,S001191,412509,44.5,1976-07-12,F,2018-11-06,Independent,1.0,general,2018,2018-09-19,2018-09-21,116,32.0,b'Sinema',7.0,216.0,175.0,0.2327131107906749,0.362901756349417,0.694
Kyrsten Sinema,S001191,412509,47.0,1976-07-12,F,2018-11-06,Independent,1.0,general,2018,2018-09-16,2018-09-20,116,32.0,b'Sinema',7.0,216.0,175.0,0.2327131107906749,0.362901756349417,0.694
Kyrsten Sinema,S001191,412509,44.0,1976-07-12,F,2018-11-06,Independent,1.0,general,2018,2018-09-16,2018-09-20,116,32.0,b'Sinema',7.0,216.0,175.0,0.2327131107906749,0.362901756349417,0.694
Kyrsten Sinema,S001191,412509,49.0,1976-07-12,F,2018-11-06,Independent,1.0,general,2018,2018-09-29,2018-10-01,116,32.0,b'Sinema',7.0,216.0,175.0,0.2327131107906749,0.362901756349417,0.694
Kyrsten Sinema,S001191,412509,52.0,1976-07-12,F,2018-11-06,Independent,1.0,general,2018,2018-06-27,2018-07-02,116,32.0,b'Sinema',7.0,216.0,175.0,0.2327131107906749,0.362901756349417,0.694
Rick Scott,S001217,412838,42.0,1952-12-01,M,2018-11-06,Republican,1.0,general,2018,2018-01-29,2018-02-04,116,49.0,b'Scott',14.0,340.0,313.0,0.6088764794766894,0.4953823915733168,1.944
Rick Scott,S001217,412838,40.0,1952-12-01,M,2018-11-06,Republican,1.0,general,2018,2018-02-01,2018-02-18,116,49.0,b'Scott',14.0,340.0,313.0,0.6088764794766894,0.4953823915733168,1.944
Rick Scott,S001217,412838,38.0,1952-12-01,M,2018-11-06,Republican,1.0,general,2018,2018-09-05,2018-09-12,116,49.0,b'Scott',14.0,340.0,313.0,0.6088764794766894,0.4953823915733168,1.944
Rick Scott,S001217,412838,46.0,1952-12-01,M,2018-11-06,Republican,1.0,general,2018,2018-09-05,2018-09-12,116,49.0,b'Scott',14.0,340.0,313.0,0.6088764794766894,0.4953823915733168,1.944
Rick Scott,S001217,412838,42.0,1952-12-01,M,2018-11-06,Republican,1.0,general,2018,2018-09-13,2018-09-16,116,49.0,b'Scott',14.0,340.0,313.0,0.6088764794766894,0.4953823915733168,1.944
Rick Scott,S001217,412838,45.0,1952-12-01,M,2018-11-06,Republican,1.0,general,2018,2018-09-17,2018-09-19,116,49.0,b'Scott',14.0,340.0,313.0,0.6088764794766894,0.4953823915733168,1.944
Rick Scott,S001217,412838,45.0,1952-12-01,M,2018-11-06,Republican,1.0,general,2018,2018-09-16,2018-09-20,116,49.0,b'Scott',14.0,340.0,313.0,0.6088764794766894,0.4953823915733168,1.944
Rick Scott,S001217,412838,43.0,1952-12-01,M,2018-11-06,Republican,1.0,general,2018,2018-09-16,2018-09-20,116,49.0,b'Scott',14.0,340.0,313.0,0.6088764794766894,0.4953823915733168,1.944
Rick Scott,S001217,412838,46.0,1952-12-01,M,2018-11-06,Republican,1.0,general,2018,2018-09-19,2018-09-24,116,49.0,b'Scott',14.0,340.0,313.0,0.6088764794766894,0.4953823915733168,1.944
Rick Scott,S001217,412838,46.0,1952-12-01,M,2018-11-06,Republican,1.0,general,2018,2018-09-20,2018-09-24,116,49.0,b'Scott',14.0,340.0,313.0,0.6088764794766894,0.4953823915733168,1.944
Rick Scott,S001217,412838,46.0,1952-12-01,M,2018-11-06,Republican,1.0,general,2018,2018-09-24,2018-09-27,116,49.0,b'Scott',14.0,340.0,313.0,0.6088764794766894,0.4953823915733168,1.944
Rick Scott,S001217,412838,44.0,1952-12-01,M,2018-11-06,Republican,1.0,general,2018,2018-09-17,2018-09-30,116,49.0,b'Scott',14.0,340.0,313.0,0.6088764794766894,0.4953823915733168,1.944
Rick Scott,S001217,412838,44.6,1952-12-01,M,2018-11-06,Republican,1.0,general,2018,2018-09-27,2018-09-30,116,49.0,b'Scott',14.0,340.0,313.0,0.6088764794766894,0.4953823915733168,1.944
Rick Scott,S001217,412838,44.0,1952-12-01,M,2018-11-06,Republican,1.0,general,2018,2018-09-28,2018-09-30,116,49.0,b'Scott',14.0,340.0,313.0,0.6088764794766894,0.4953823915733168,1.944
Rick Scott,S001217,412838,46.7,1952-12-01,M,2018-11-06,Republican,1.0,general,2018,2018-09-29,2018-09-30,116,49.0,b'Scott',14.0,340.0,313.0,0.6088764794766894,0.4953823915733168,1.944
Rick Scott,S001217,412838,45.0,1952-12-01,M,2018-11-06,Republican,1.0,general,2018,2018-09-19,2018-10-02,116,49.0,b'Scott',14.0,340.0,313.0,0.6088764794766894,0.4953823915733168,1.944
Rick Scott,S001217,412838,45.97,1952-12-01,M,2018-11-06,Republican,1.0,general,2018,2018-10-01,2018-10-05,116,49.0,b'Scott',14.0,340.0,313.0,0.6088764794766894,0.4953823915733168,1.944
Rick Scott,S001217,412838,48.6,1952-12-01,M,2018-11-06,Republican,1.0,general,2018,2018-10-15,2018-10-16,116,49.0,b'Scott',14.0,340.0,313.0,0.6088764794766894,0.4953823915733168,1.944
Rick Scott,S001217,412838,51.0,1952-12-01,M,2018-11-06,Republican,1.0,general,2018,2018-10-14,2018-10-18,116,49.0,b'Scott',14.0,340.0,313.0,0.6088764794766894,0.4953823915733168,1.944
Rick Scott,S001217,412838,46.0,1952-12-01,M,2018-11-06,Republican,1.0,general,2018,2018-10-23,2018-10-26,116,49.0,b'Scott',14.0,340.0,313.0,0.6088764794766894,0.4953823915733168,1.944
Rick Scott,S001217,412838,46.0,1952-12-01,M,2018-11-06,Republican,1.0,general,2018,2018-10-23,2018-10-26,116,49.0,b'Scott',14.0,340.0,313.0,0.6088764794766894,0.4953823915733168,1.944
Rick Scott,S001217,412838,44.0,1952-12-01,M,2018-11-06,Republican,1.0,general,2018,2018-10-17,2018-10-25,116,49.0,b'Scott',14.0,340.0,313.0,0.6088764794766894,0.4953823915733168,1.944
Rick Scott,S001217,412838,39.0,1952-12-01,M,2018-11-06,Republican,1.0,general,2018,2018-10-17,2018-10-25,116,49.0,b'Scott',14.0,340.0,313.0,0.6088764794766894,0.4953823915733168,1.944
Rick Scott,S001217,412838,45.0,1952-12-01,M,2018-11-06,Republican,1.0,general,2018,2018-10-22,2018-10-23,116,49.0,b'Scott',14.0,340.0,313.0,0.6088764794766894,0.4953823915733168,1.944
Rick Scott,S001217,412838,45.0,1952-12-01,M,2018-11-06,Republican,1.0,general,2018,2018-10-16,2018-10-23,116,49.0,b'Scott',14.0,340.0,313.0,0.6088764794766894,0.4953823915733168,1.944
Rick Scott,S001217,412838,44.0,1952-12-01,M,2018-11-06,Republican,1.0,general,2018,2018-09-10,2018-09-11,116,49.0,b'Scott',14.0,340.0,313.0,0.6088764794766894,0.4953823915733168,1.944
Rick Scott,S001217,412838,38.4,1952-12-01,M,2018-11-06,Republican,1.0,general,2018,2018-10-16,2018-10-22,116,49.0,b'Scott',14.0,340.0,313.0,0.6088764794766894,0.4953823915733168,1.944
Rick Scott,S001217,412838,41.0,1952-12-01,M,2018-11-06,Republican,1.0,general,2018,2018-10-18,2018-10-21,116,49.0,b'Scott',14.0,340.0,313.0,0.6088764794766894,0.4953823915733168,1.944
Rick Scott,S001217,412838,42.3,1952-12-01,M,2018-11-06,Republican,1.0,general,2018,2018-10-18,2018-10-21,116,49.0,b'Scott',14.0,340.0,313.0,0.6088764794766894,0.4953823915733168,1.944
Rick Scott,S001217,412838,46.0,1952-12-01,M,2018-11-06,Republican,1.0,general,2018,2018-10-17,2018-10-21,116,49.0,b'Scott',14.0,340.0,313.0,0.6088764794766894,0.4953823915733168,1.944
Rick Scott,S001217,412838,47.0,1952-12-01,M,2018-11-06,Republican,1.0,general,2018,2018-10-17,2018-10-20,116,49.0,b'Scott',14.0,340.0,313.0,0.6088764794766894,0.4953823915733168,1.944
Rick Scott,S001217,412838,45.0,1952-12-01,M,2018-11-06,Republican,1.0,general,2018,2018-10-16,2018-10-20,116,49.0,b'Scott',14.0,340.0,313.0,0.6088764794766894,0.4953823915733168,1.944
Rick Scott,S001217,412838,45.0,1952-12-01,M,2018-11-06,Republican,1.0,general,2018,2018-10-16,2018-10-20,116,49.0,b'Scott',14.0,340.0,313.0,0.6088764794766894,0.4953823915733168,1.944
Rick Scott,S001217,412838,48.6,1952-12-01,M,2018-11-06,Republican,1.0,general,2018,2018-10-20,2018-10-21,116,49.0,b'Scott',14.0,340.0,313.0,0.6088764794766894,0.4953823915733168,1.944
