poll_id,pollster_id,pollster,sponsor_ids,sponsors,display_name,pollster_rating_id,pollster_rating_name,fte_grade,methodology,transparency_score,state,start_date,end_date,sponsor_candidate_id,sponsor_candidate,sponsor_candidate_party,endorsed_candidate_id,endorsed_candidate_name,endorsed_candidate_party,question_id,sample_size,population,subpopulation,population_full,tracking,created_at,notes,url,source,internal,partisan,race_id,cycle,office_type,seat_number,seat_name,election_date,stage,nationwide_batch,ranked_choice_reallocated,ranked_choice_round,party,answer,candidate_id,candidate_name,pct
86296,1102,Emerson,"9,601,185",The Hill | Nexstar,Emerson College,88,Emerson College,A-,Online Panel/Email/Text-to-Web,7,Montana,2/26/2024,3/2/2024,,,,,,,194146,1000,rv,,rv,,3/6/2024 10:39,,https://emersoncollegepolling.com/montana-2024-poll-u-s-senate-tester-44-sheehy-42/,,,,9519,2024,U.S. Senate,0,Class I,11/5/2024,general,FALSE,FALSE,,DEM,Tester,30959,Jon Tester,44
86296,1102,Emerson,"9,601,185",The Hill | Nexstar,Emerson College,88,Emerson College,A-,Online Panel/Email/Text-to-Web,7,Montana,2/26/2024,3/2/2024,,,,,,,194146,1000,rv,,rv,,3/6/2024 10:39,,https://emersoncollegepolling.com/montana-2024-poll-u-s-senate-tester-44-sheehy-42/,,,,9519,2024,U.S. Senate,0,Class I,11/5/2024,general,FALSE,FALSE,,REP,Sheehy,31060,Tim Sheehy,42.4
86279,383,PPP,32,Emily's List,Public Policy Polling,263,Public Policy Polling,A-,IVR/Text,4,Florida,2/29/2024,3/1/2024,,,,,,,194100,790,v,,v,,3/5/2024 9:52,,https://thehill.com/homenews/4508253-scott-narrowly-leads-mucarsel-powell-in-florida-senate-race-poll/,,,DEM,9509,2024,U.S. Senate,0,Class I,11/5/2024,general,FALSE,FALSE,,DEM,Mucarsel-Powell,31615,Debbie Mucarsel-Powell,41
86279,383,PPP,32,Emily's List,Public Policy Polling,263,Public Policy Polling,A-,IVR/Text,4,Florida,2/29/2024,3/1/2024,,,,,,,194100,790,v,,v,,3/5/2024 9:52,,https://thehill.com/homenews/4508253-scott-narrowly-leads-mucarsel-powell-in-florida-senate-race-poll/,,,DEM,9509,2024,U.S. Senate,0,Class I,11/5/2024,general,FALSE,FALSE,,REP,Scott,31048,Rick Scott,44
86266,460,SurveyUSA,"8,411,021,444",KSTP-TV Minneapolis | KAAL-TV | WDIO-TV Duluth,SurveyUSA,325,SurveyUSA,A+,Online Panel,8,Minnesota,2/23/2024,2/28/2024,,,,,,,194278,1603,lv,,lv,,3/8/2024 21:13,,https://kstp.com/kstp-news/top-news/kstp-surveyusa-poll-klobuchar-opens-with-wide-lead-dfl-has-slim-edge-in-bid-to-retain-house-majority/,,,,9516,2024,U.S. Senate,0,Class I,11/5/2024,general,FALSE,FALSE,,DEM,Klobuchar,31616,Amy Klobuchar,49
86266,460,SurveyUSA,"8,411,021,444",KSTP-TV Minneapolis | KAAL-TV | WDIO-TV Duluth,SurveyUSA,325,SurveyUSA,A+,Online Panel,8,Minnesota,2/23/2024,2/28/2024,,,,,,,194278,1603,lv,,lv,,3/8/2024 21:13,,https://kstp.com/kstp-news/top-news/kstp-surveyusa-poll-klobuchar-opens-with-wide-lead-dfl-has-slim-edge-in-bid-to-retain-house-majority/,,,,9516,2024,U.S. Senate,0,Class I,11/5/2024,general,FALSE,FALSE,,REP,Fraser,31759,Joe Fraser,33
86240,1363,UC Berkeley,300,LA Times,University of California Berkeley Institute of Governmental Studies,457,University of California Berkeley Institute of Governmental Studies,B/C,Online Panel,9,California,2/22/2024,2/26/2024,,,,,,,193896,3304,lv,,lv,,3/1/2024 11:04,,https://www.latimes.com/politics/story/2024-03-01/garvey-schiff-california-senate-primary-election-runoff-poll,,,,9506,2024,U.S. Senate,0,Class I,11/5/2024,general,FALSE,FALSE,,DEM,Schiff,30942,Adam B. Schiff,53
86240,1363,UC Berkeley,300,LA Times,University of California Berkeley Institute of Governmental Studies,457,University of California Berkeley Institute of Governmental Studies,B/C,Online Panel,9,California,2/22/2024,2/26/2024,,,,,,,193896,3304,lv,,lv,,3/1/2024 11:04,,https://www.latimes.com/politics/story/2024-03-01/garvey-schiff-california-senate-primary-election-runoff-poll,,,,9506,2024,U.S. Senate,0,Class I,11/5/2024,general,FALSE,FALSE,,REP,Garvey,31183,Steve Garvey,38
86240,1363,UC Berkeley,300,LA Times,University of California Berkeley Institute of Governmental Studies,457,University of California Berkeley Institute of Governmental Studies,B/C,Online Panel,9,California,2/22/2024,2/26/2024,,,,,,,193897,3304,lv,,lv,,3/1/2024 11:05,,https://www.latimes.com/politics/story/2024-03-01/garvey-schiff-california-senate-primary-election-runoff-poll,,,,9506,2024,U.S. Senate,0,Class I,11/5/2024,general,FALSE,FALSE,,DEM,Schiff,30942,Adam B. Schiff,30
86240,1363,UC Berkeley,300,LA Times,University of California Berkeley Institute of Governmental Studies,457,University of California Berkeley Institute of Governmental Studies,B/C,Online Panel,9,California,2/22/2024,2/26/2024,,,,,,,193897,3304,lv,,lv,,3/1/2024 11:05,,https://www.latimes.com/politics/story/2024-03-01/garvey-schiff-california-senate-primary-election-runoff-poll,,,,9506,2024,U.S. Senate,0,Class I,11/5/2024,general,FALSE,FALSE,,DEM,Porter,30941,Katie Porter,30
