full_name,bioguide_id,govtrack_id,pct,birthday,gender,election_date,party,senate_class,stage,cycle,start_date,end_date,congressional,bills-introduced,bills-with-companion,cosponsored,cosponsors,ideology,leadership,missed-votes,Emotion,Norm_valence,Race,Val1,Val2,Val3,Val_mean,Weight_val,Weighted_val_mean,age,serving_age,emotion_majority
amy_klobuchar,K000367,412242,60.0,1960-05-25,F,2018-11-06,Democrat,1.0,general,2018,2018-09-30,2018-10-04,115,92.0,28.0,552.0,784.0,0.9698474898734152,0.8989300811643032,8.013,sad,70.4516765898243,white,-0.099,-0.198,-0.297,46.4588427202218,32.7223427775073,-0.198,64,58.0,happy
amy_klobuchar,K000367,412242,57.0,1960-05-25,F,2018-11-06,Democrat,1.0,general,2018,2018-10-29,2018-10-31,115,92.0,28.0,552.0,784.0,0.9698474898734152,0.8989300811643032,8.013,sad,70.4516765898243,white,-0.07,-0.134,-0.174,46.4588427202218,32.7223427775073,-0.126,64,58.0,happy
amy_klobuchar,K000367,412242,53.0,1960-05-25,F,2018-11-06,Democrat,1.0,general,2018,2018-11-01,2018-11-03,115,92.0,28.0,552.0,784.0,0.9698474898734152,0.8989300811643032,8.013,happy,70.4516765898243,white,0.396,0.297,0.495,46.4588427202218,32.7223427775073,0.396,64,58.0,happy
amy_klobuchar,K000367,412242,53.6,1960-05-25,F,2018-11-06,Democrat,1.0,general,2018,2018-08-17,2018-08-20,115,92.0,28.0,552.0,784.0,0.9698474898734152,0.8989300811643032,8.013,happy,70.4516765898243,white,0.396,0.297,0.495,46.4588427202218,32.7223427775073,0.396,64,58.0,happy
amy_klobuchar,K000367,412242,53.0,1960-05-25,F,2018-11-06,Democrat,1.0,general,2018,2018-09-06,2018-09-08,115,92.0,28.0,552.0,784.0,0.9698474898734152,0.8989300811643032,8.013,happy,70.4516765898243,white,0.396,0.297,0.495,46.4588427202218,32.7223427775073,0.396,64,58.0,happy
amy_klobuchar,K000367,412242,60.0,1960-05-25,F,2018-11-06,Democrat,1.0,general,2018,2018-09-10,2018-09-12,115,92.0,28.0,552.0,784.0,0.9698474898734152,0.8989300811643032,8.013,happy,70.4516765898243,white,0.396,0.297,0.495,46.4588427202218,32.7223427775073,0.396,64,58.0,happy
amy_klobuchar,K000367,412242,56.0,1960-05-25,F,2018-11-06,Democrat,1.0,general,2018,2018-10-15,2018-10-17,115,92.0,28.0,552.0,784.0,0.9698474898734152,0.8989300811643032,8.013,happy,70.4516765898243,white,0.374,0.278,0.468,46.4588427202218,32.7223427775073,0.373333333333333,64,58.0,happy
amy_klobuchar,K000367,412242,63.0,1960-05-25,F,2018-11-06,Democrat,1.0,general,2018,2018-09-30,2018-10-04,115,92.0,28.0,552.0,784.0,0.9698474898734152,0.8989300811643032,8.013,sad,70.4516765898243,white,-0.07,-0.134,-0.174,46.4588427202218,32.7223427775073,-0.126,64,58.0,happy
amy_klobuchar,K000367,412242,62.0,1960-05-25,F,2018-11-06,Democrat,1.0,general,2018,2018-09-30,2018-10-04,115,92.0,28.0,552.0,784.0,0.9698474898734152,0.8989300811643032,8.013,happy,70.4516765898243,white,0.396,0.297,0.495,46.4588427202218,32.7223427775073,0.396,64,58.0,happy
amy_klobuchar,K000367,412242,50.2,1960-05-25,F,2018-11-06,Democrat,1.0,general,2018,2018-08-08,2018-08-11,115,92.0,28.0,552.0,784.0,0.9698474898734152,0.8989300811643032,8.013,fear,70.4516765898243,white,-0.053,-0.15,-0.097,46.4588427202218,32.7223427775073,-0.0999999999999999,64,63.0,happy
amy_klobuchar,K000367,412242,55.0,1960-05-25,F,2018-11-06,Democrat,1.0,general,2018,2018-11-02,2018-11-04,115,92.0,28.0,552.0,784.0,0.9698474898734152,0.8989300811643032,8.013,happy,70.4516765898243,white,0.392,0.294,0.49,46.4588427202218,32.7223427775073,0.392,64,58.0,happy
amy_klobuchar,K000367,412242,50.0,1960-05-25,F,2018-11-06,Democrat,1.0,general,2018,2018-10-12,2018-10-13,115,92.0,28.0,552.0,784.0,0.9698474898734152,0.8989300811643032,8.013,happy,70.4516765898243,white,0.346,0.252,0.43,46.4588427202218,32.7223427775073,0.342666666666667,64,58.0,happy
amy_klobuchar,K000367,412242,54.0,1960-05-25,F,2018-11-06,Democrat,1.0,general,2018,2018-10-15,2018-10-30,115,92.0,28.0,552.0,784.0,0.9698474898734152,0.8989300811643032,8.013,sad,70.4516765898243,white,-0.099,-0.198,-0.297,46.4588427202218,32.7223427775073,-0.198,64,58.0,happy
amy_klobuchar,K000367,412242,59.0,1960-05-25,F,2018-11-06,Democrat,1.0,general,2018,2018-09-30,2018-10-04,115,92.0,28.0,552.0,784.0,0.9698474898734152,0.8989300811643032,8.013,sad,70.4516765898243,white,-0.07,-0.134,-0.174,46.4588427202218,32.7223427775073,-0.126,64,58.0,happy
amy_klobuchar,K000367,412242,57.0,1960-05-25,F,2018-11-06,Democrat,1.0,general,2018,2018-06-24,2018-06-25,115,92.0,28.0,552.0,784.0,0.9698474898734152,0.8989300811643032,8.013,happy,70.4516765898243,white,0.396,0.297,0.495,46.4588427202218,32.7223427775073,0.396,64,58.0,happy
benjamin_l._cardin,C000141,400064,49.4,1943-10-05,M,2018-11-06,Democrat,1.0,general,2018,2018-10-01,2018-10-06,115,87.0,26.0,546.0,681.0,0.9624988256180128,0.896197709957123,6.344,happy,44.3586023645033,asian,0.396,0.297,0.495,4.90635327393581,10.9139632957893,0.396,81,75.0,happy
benjamin_l._cardin,C000141,400064,56.0,1943-10-05,M,2018-11-06,Democrat,1.0,general,2018,2018-09-11,2018-09-16,115,87.0,26.0,546.0,681.0,0.9624988256180128,0.896197709957123,6.344,happy,44.3586023645033,asian,0.396,0.297,0.495,4.90635327393581,10.9139632957893,0.396,81,75.0,happy
bernard_sanders,S000033,400357,60.0,1941-09-08,M,2018-11-06,Independent,1.0,general,2018,2018-10-05,2018-10-14,115,31.0,7.0,220.0,176.0,0.281899652614317,0.4197594960415375,0.501,fear,44.3586023645033,white,-0.105,-0.202,-0.169,4.90635327393581,10.9139632957893,-0.158666666666667,83,77.0,fear
bernard_sanders,S000033,400357,66.0,1941-09-08,M,2018-11-06,Independent,1.0,general,2018,2018-10-30,2018-11-01,115,31.0,7.0,220.0,176.0,0.281899652614317,0.4197594960415375,0.501,fear,44.3586023645033,white,-0.098,-0.196,-0.13,4.90635327393581,10.9139632957893,-0.141333333333333,83,77.0,fear
bernard_sanders,S000033,400357,75.0,1941-09-08,M,2018-11-06,Independent,1.0,general,2018,2018-09-23,2018-09-26,115,31.0,7.0,220.0,176.0,0.281899652614317,0.4197594960415375,0.501,happy,44.3586023645033,white,0.392,0.294,0.49,4.90635327393581,10.9139632957893,0.392,83,77.0,fear
bill_cassidy,C001075,412269,42.0,1957-09-28,M,2020-11-03,Republican,2.0,jungle primary,2020,2020-08-06,2020-08-12,116,67.0,19.0,472.0,432.0,0.7551780905627227,0.5586534445812517,3.611,sad,44.3586023645033,white,-0.091,-0.178,-0.233,4.90635327393581,10.9139632957893,-0.167333333333333,67,74.0,neutral
bill_hagerty,H000601,456798,56.3,1959-08-14,M,2020-11-03,Republican,2.0,general,2020,2020-10-20,2020-10-22,117,29.0,8.0,255.0,164.0,0.1458618264432754,0.3299810703271618,1.054,happy,50.21141406384,white,0.316,0.237,0.395,13.631545012668,15.5687995431911,0.316,65,74.0,neutral
bill_hagerty,H000601,456798,55.0,1959-08-14,M,2020-11-03,Republican,2.0,general,2020,2020-01-28,2020-01-30,117,29.0,8.0,255.0,164.0,0.1458618264432754,0.3299810703271618,1.054,fear,50.21141406384,asian,-0.033,-0.128,-0.048,13.631545012668,15.5687995431911,-0.0696666666666666,65,74.0,neutral
bill_hagerty,H000601,456798,60.7,1959-08-14,M,2020-11-03,Republican,2.0,general,2020,2020-10-23,2020-11-01,117,29.0,8.0,255.0,164.0,0.1458618264432754,0.3299810703271618,1.054,happy,33.0066688085469,asian,0.192,0.094,0.25,-28.0267277759572,-4.48605755759368,0.178666666666667,65,77.0,neutral
bill_nelson,N000032,300078,49.0,1942-09-29,M,2018-11-06,Democrat,1.0,general,2018,2018-10-24,2018-10-29,115,74.0,19.0,470.0,505.0,0.9174879938360248,0.6928517321445904,4.508,angry,33.0066688085469,asian,-0.14,-0.223,-0.171,-28.0267277759572,-4.48605755759368,-0.178,82,77.0,happy
bill_nelson,N000032,300078,37.86,1942-09-29,M,2018-11-06,Democrat,1.0,general,2018,2018-01-09,2018-01-10,115,74.0,19.0,470.0,505.0,0.9174879938360248,0.6928517321445904,4.508,sad,33.0066688085469,white,-0.093,-0.185,-0.274,-28.0267277759572,-4.48605755759368,-0.184,82,77.0,happy
bill_nelson,N000032,300078,44.0,1942-09-29,M,2018-11-06,Democrat,1.0,general,2018,2017-12-19,2017-12-24,115,74.0,19.0,470.0,505.0,0.9174879938360248,0.6928517321445904,4.508,happy,34.6121524649683,white,0.396,0.297,0.495,-0.896707773817996,6.63548245465592,0.396,82,62.0,happy
bill_nelson,N000032,300078,31.6,1942-09-29,M,2018-11-06,Democrat,1.0,general,2018,2017-11-19,2017-11-24,115,74.0,19.0,470.0,505.0,0.9174879938360248,0.6928517321445904,4.508,sad,34.6121524649683,white,-0.093,-0.185,-0.274,-0.896707773817996,6.63548245465592,-0.184,82,62.0,happy
bill_nelson,N000032,300078,46.0,1942-09-29,M,2018-11-06,Democrat,1.0,general,2018,2018-08-29,2018-08-30,115,74.0,19.0,470.0,505.0,0.9174879938360248,0.6928517321445904,4.508,happy,24.8922541836466,white,0.396,0.297,0.495,-0.660161286598913,4.76600736344379,0.396,82,60.0,happy
bill_nelson,N000032,300078,51.0,1942-09-29,M,2018-11-06,Democrat,1.0,general,2018,2018-10-29,2018-11-04,115,74.0,19.0,470.0,505.0,0.9174879938360248,0.6928517321445904,4.508,happy,24.8922541836466,white,0.396,0.297,0.495,-0.660161286598913,4.76600736344379,0.396,82,61.0,happy
bill_nelson,N000032,300078,49.0,1942-09-29,M,2018-11-06,Democrat,1.0,general,2018,2018-08-30,2018-09-03,115,74.0,19.0,470.0,505.0,0.9174879938360248,0.6928517321445904,4.508,neutral,24.8922541836466,white,0.0,0.0,0.0,-0.660161286598913,4.76600736344379,0.0,82,61.0,happy
bill_nelson,N000032,300078,44.0,1942-09-29,M,2018-11-06,Democrat,1.0,general,2018,2018-09-07,2018-09-09,115,74.0,19.0,470.0,505.0,0.9174879938360248,0.6928517321445904,4.508,happy,44.3586023645033,white,0.396,0.297,0.495,4.90635327393581,10.9139632957893,0.396,82,75.0,happy
bill_nelson,N000032,300078,45.0,1942-09-29,M,2018-11-06,Democrat,1.0,general,2018,2018-09-10,2018-09-11,115,74.0,19.0,470.0,505.0,0.9174879938360248,0.6928517321445904,4.508,happy,44.3586023645033,white,0.396,0.297,0.495,4.90635327393581,10.9139632957893,0.396,82,76.0,happy
bill_nelson,N000032,300078,46.0,1942-09-29,M,2018-11-06,Democrat,1.0,general,2018,2018-10-24,2018-10-29,115,74.0,19.0,470.0,505.0,0.9174879938360248,0.6928517321445904,4.508,happy,44.3586023645033,white,0.396,0.297,0.495,4.90635327393581,10.9139632957893,0.396,82,75.0,happy
bill_nelson,N000032,300078,50.1,1942-09-29,M,2018-11-06,Democrat,1.0,general,2018,2018-10-27,2018-10-29,115,74.0,19.0,470.0,505.0,0.9174879938360248,0.6928517321445904,4.508,angry,44.3586023645033,white,-0.155,-0.251,-0.133,4.90635327393581,10.9139632957893,-0.179666666666667,82,75.0,happy
bill_nelson,N000032,300078,43.4,1942-09-29,M,2018-11-06,Democrat,1.0,general,2018,2018-10-24,2018-10-30,115,74.0,19.0,470.0,505.0,0.9174879938360248,0.6928517321445904,4.508,happy,44.3586023645033,white,0.383,0.286,0.479,4.90635327393581,10.9139632957893,0.382666666666667,82,75.0,happy
bill_nelson,N000032,300078,50.0,1942-09-29,M,2018-11-06,Democrat,1.0,general,2018,2018-10-27,2018-10-30,115,74.0,19.0,470.0,505.0,0.9174879938360248,0.6928517321445904,4.508,angry,44.3586023645033,asian,-0.14,-0.223,-0.171,4.90635327393581,10.9139632957893,-0.178,82,75.0,happy
bill_nelson,N000032,300078,47.3,1942-09-29,M,2018-11-06,Democrat,1.0,general,2018,2018-10-28,2018-10-30,115,74.0,19.0,470.0,505.0,0.9174879938360248,0.6928517321445904,4.508,sad,44.3586023645033,white,-0.093,-0.185,-0.274,4.90635327393581,10.9139632957893,-0.184,82,75.0,happy
bill_nelson,N000032,300078,49.4,1942-09-29,M,2018-11-06,Democrat,1.0,general,2018,2018-10-29,2018-10-30,115,74.0,19.0,470.0,505.0,0.9174879938360248,0.6928517321445904,4.508,happy,44.3586023645033,white,0.396,0.297,0.495,4.90635327393581,10.9139632957893,0.396,82,75.0,happy
